review_id,product_id,customer_id,rating,title,comment,is_verified_purchase,helpful_votes,created_at
1,8,157,2,No tan bueno,Muy buena calidad por el precio.,true,32,2025-11-25
2,37,58,3,Podría mejorar,Muy buena calidad por el precio.,true,8,2024-11-25
3,97,72,5,Cumple expectativas,Llegó a tiempo y en perfecto estado.,true,33,2025-09-20
4,43,158,3,Excelente producto,"Superó mis expectativas, lo recomiendo totalmente.",false,38,2024-04-24
5,55,35,3,Cumple expectativas,El producto es correcto pero la entrega tardó.,false,28,2023-05-03
6,9,31,5,Recomendado,Muy buena calidad por el precio.,true,12,2023-04-11
7,8,3,2,Podría mejorar,Muy buena calidad por el precio.,false,48,2025-11-02
8,20,137,4,Cumple expectativas,Cumple con lo prometido.,false,49,2025-07-17
9,49,125,2,Buena calidad,No cumplió mis expectativas.,true,23,2025-11-06
10,67,20,5,Podría mejorar,Cumple con lo prometido.,true,4,2025-09-17
11,73,125,5,Cumple expectativas,No cumplió mis expectativas.,true,16,2023-07-11
12,41,85,4,Recomendado,Bueno pero esperaba un poco más.,true,11,2023-11-20
13,8,42,1,Buena calidad,El producto es correcto pero la entrega tardó.,false,8,2026-01-13
14,60,135,3,Cumple expectativas,No cumplió mis expectativas.,true,3,2024-04-05
15,80,124,2,Podría mejorar,El producto es correcto pero la entrega tardó.,false,17,2025-01-13
16,40,51,5,Muy bueno,Bueno pero esperaba un poco más.,true,4,2023-05-31
17,58,73,1,Excelente producto,El producto es correcto pero la entrega tardó.,false,31,2023-12-01
18,96,91,3,Excelente producto,Muy buena calidad por el precio.,true,48,2024-03-30
19,88,158,2,Recomendado,Excelente relación calidad-precio.,true,43,2023-09-05
20,10,32,3,Cumple expectativas,Llegó a tiempo y en perfecto estado.,false,3,2023-08-16
21,50,135,3,Muy bueno,Excelente relación calidad-precio.,true,19,2025-08-21
22,48,35,5,Recomendado,No cumplió mis expectativas.,true,12,2024-05-31
23,18,75,1,Muy bueno,Llegó a tiempo y en perfecto estado.,true,2,2025-05-26
24,70,32,5,Satisfecho,El producto es correcto pero la entrega tardó.,true,18,2023-11-27
25,47,23,3,Recomendado,Bueno pero esperaba un poco más.,false,25,2023-10-02
26,42,87,5,No tan bueno,Cumple con lo prometido.,true,36,2023-05-01
27,85,38,1,Cumple expectativas,"Superó mis expectativas, lo recomiendo totalmente.",false,0,2025-12-30
28,42,101,2,Satisfecho,"Superó mis expectativas, lo recomiendo totalmente.",false,12,2025-01-22
29,57,110,5,Buena calidad,Muy buena calidad por el precio.,true,36,2024-02-15
30,86,52,2,Excelente producto,"Superó mis expectativas, lo recomiendo totalmente.",false,23,2025-12-22
31,76,57,4,Podría mejorar,Cumple con lo prometido.,false,7,2026-01-15
32,98,49,4,Buena calidad,El producto es correcto pero la entrega tardó.,true,47,2025-05-24
33,55,38,4,Podría mejorar,Llegó a tiempo y en perfecto estado.,true,28,2025-04-26
34,84,160,2,Excelente producto,Llegó a tiempo y en perfecto estado.,true,10,2024-05-27
35,27,66,5,Satisfecho,Cumple con lo prometido.,true,44,2025-05-10
36,14,143,5,Muy bueno,Llegó a tiempo y en perfecto estado.,true,45,2024-03-12
37,72,127,3,Podría mejorar,Muy buena calidad por el precio.,false,30,2025-05-15
38,83,17,2,Recomendado,Bueno pero esperaba un poco más.,true,3,2024-07-21
39,16,120,3,Cumple expectativas,Bueno pero esperaba un poco más.,true,41,2023-09-10
40,98,52,1,Recomendado,Cumple con lo prometido.,true,32,2023-10-14
41,47,137,3,Buena calidad,Excelente relación calidad-precio.,true,22,2026-03-08
42,69,131,5,Muy bueno,No cumplió mis expectativas.,true,44,2023-08-24
43,15,20,2,No tan bueno,Cumple con lo prometido.,true,39,2023-06-17
44,60,118,3,Satisfecho,El producto es correcto pero la entrega tardó.,true,36,2023-11-30
45,44,33,4,Buena calidad,Muy buena calidad por el precio.,true,45,2024-05-29
46,63,158,4,Podría mejorar,No cumplió mis expectativas.,false,28,2024-09-03
47,21,103,5,Excelente producto,"Superó mis expectativas, lo recomiendo totalmente.",true,38,2024-09-14
48,16,37,4,Buena calidad,Excelente relación calidad-precio.,true,47,2023-10-06
49,21,20,4,Recomendado,Bueno pero esperaba un poco más.,false,48,2024-09-19
50,13,48,2,Podría mejorar,Bueno pero esperaba un poco más.,true,31,2024-11-22
51,92,74,1,No tan bueno,"Superó mis expectativas, lo recomiendo totalmente.",true,33,2026-01-23
52,6,52,3,Muy bueno,"Superó mis expectativas, lo recomiendo totalmente.",false,18,2025-07-29
53,81,82,3,Recomendado,El producto es correcto pero la entrega tardó.,true,37,2025-01-16
54,36,136,4,Buena calidad,Bueno pero esperaba un poco más.,true,47,2024-10-30
55,38,60,2,Podría mejorar,Excelente relación calidad-precio.,true,25,2025-08-18
56,81,111,4,Cumple expectativas,Excelente relación calidad-precio.,true,9,2025-05-18
57,20,135,3,Recomendado,Llegó a tiempo y en perfecto estado.,false,4,2023-10-21
58,58,119,5,Buena calidad,El producto es correcto pero la entrega tardó.,true,6,2023-04-30
59,35,9,4,Satisfecho,El producto es correcto pero la entrega tardó.,true,37,2025-01-29
60,4,61,5,Excelente producto,"Superó mis expectativas, lo recomiendo totalmente.",true,14,2023-03-22
61,24,113,3,Excelente producto,Bueno pero esperaba un poco más.,true,44,2023-07-10
62,36,48,3,Podría mejorar,Bueno pero esperaba un poco más.,true,26,2025-08-29
63,13,151,3,Podría mejorar,Excelente relación calidad-precio.,true,46,2025-08-19
64,16,8,1,Satisfecho,Muy buena calidad por el precio.,true,27,2023-03-20
65,29,72,1,Recomendado,Muy buena calidad por el precio.,true,38,2024-07-23
66,4,78,4,Excelente producto,El producto es correcto pero la entrega tardó.,true,43,2025-04-07
67,22,99,4,Excelente producto,Bueno pero esperaba un poco más.,false,22,2024-11-24
68,76,65,5,Satisfecho,Muy buena calidad por el precio.,true,41,2023-11-09
69,11,157,1,Recomendado,Cumple con lo prometido.,true,4,2025-06-19
70,83,112,5,Cumple expectativas,El producto es correcto pero la entrega tardó.,true,50,2024-10-31
71,100,79,1,Muy bueno,El producto es correcto pero la entrega tardó.,false,2,2023-07-10
72,32,103,5,Podría mejorar,No cumplió mis expectativas.,true,22,2024-02-15
73,31,120,4,Buena calidad,No cumplió mis expectativas.,true,29,2026-02-18
74,55,126,4,Podría mejorar,Excelente relación calidad-precio.,false,25,2023-09-29
75,83,98,1,Podría mejorar,Cumple con lo prometido.,true,21,2024-07-27
76,57,1,4,Cumple expectativas,Cumple con lo prometido.,false,9,2025-01-26
77,67,142,4,Podría mejorar,Muy buena calidad por el precio.,true,15,2024-12-15
78,49,157,3,Recomendado,Muy buena calidad por el precio.,true,11,2024-05-09
79,96,60,4,Excelente producto,Cumple con lo prometido.,true,37,2026-01-25
80,44,135,3,Cumple expectativas,Excelente relación calidad-precio.,true,38,2023-07-03
81,65,121,3,Recomendado,Bueno pero esperaba un poco más.,true,19,2025-05-29
82,97,155,2,No tan bueno,El producto es correcto pero la entrega tardó.,true,8,2025-05-31
83,32,103,5,Recomendado,"Superó mis expectativas, lo recomiendo totalmente.",true,46,2026-02-17
84,67,85,1,Buena calidad,Bueno pero esperaba un poco más.,true,25,2025-05-19
85,76,95,1,Satisfecho,El producto es correcto pero la entrega tardó.,true,17,2024-02-16
86,44,1,1,Recomendado,Excelente relación calidad-precio.,true,37,2025-11-15
87,90,161,5,Excelente producto,El producto es correcto pero la entrega tardó.,true,3,2025-12-28
88,27,152,1,No tan bueno,"Superó mis expectativas, lo recomiendo totalmente.",true,27,2025-03-16
89,21,162,1,Muy bueno,Muy buena calidad por el precio.,false,23,2024-03-30
90,1,154,5,Excelente producto,Bueno pero esperaba un poco más.,true,3,2023-01-03
91,92,98,1,Podría mejorar,Bueno pero esperaba un poco más.,true,25,2025-02-28
92,51,113,1,Podría mejorar,Llegó a tiempo y en perfecto estado.,true,32,2023-02-18
93,61,140,2,Excelente producto,Llegó a tiempo y en perfecto estado.,true,43,2025-06-07
94,96,112,4,No tan bueno,Cumple con lo prometido.,true,8,2023-03-04
95,5,101,2,Muy bueno,Llegó a tiempo y en perfecto estado.,true,19,2023-06-27
96,79,45,1,No tan bueno,Llegó a tiempo y en perfecto estado.,true,24,2023-02-17
97,91,113,2,Muy bueno,Muy buena calidad por el precio.,true,50,2024-06-26
98,63,139,2,Excelente producto,Bueno pero esperaba un poco más.,true,49,2026-02-15
99,33,56,2,Satisfecho,Llegó a tiempo y en perfecto estado.,false,45,2025-03-22
100,5,119,2,Muy bueno,No cumplió mis expectativas.,false,10,2023-10-23
101,28,79,3,Excelente producto,No cumplió mis expectativas.,true,12,2025-04-12
102,80,77,3,Satisfecho,Llegó a tiempo y en perfecto estado.,true,12,2025-12-23
103,48,37,1,Muy bueno,Muy buena calidad por el precio.,true,43,2025-03-09
104,12,134,4,No tan bueno,El producto es correcto pero la entrega tardó.,true,17,2025-06-21
105,8,87,2,Buena calidad,"Superó mis expectativas, lo recomiendo totalmente.",true,27,2023-08-13
106,55,137,1,Recomendado,No cumplió mis expectativas.,true,36,2025-06-22
107,94,129,4,No tan bueno,Llegó a tiempo y en perfecto estado.,true,35,2025-05-28
108,91,65,2,Buena calidad,Bueno pero esperaba un poco más.,true,36,2023-11-26
109,47,156,3,No tan bueno,Muy buena calidad por el precio.,false,35,2025-09-10
110,13,139,2,No tan bueno,Bueno pero esperaba un poco más.,false,8,2025-01-24
111,10,107,3,Satisfecho,No cumplió mis expectativas.,false,21,2023-10-15
112,54,113,4,Podría mejorar,Excelente relación calidad-precio.,false,33,2023-12-16
113,10,26,1,No tan bueno,Cumple con lo prometido.,true,16,2025-05-01
114,95,13,1,Excelente producto,Bueno pero esperaba un poco más.,false,33,2023-06-25
115,78,15,4,No tan bueno,Cumple con lo prometido.,true,1,2024-09-13
116,14,136,4,Muy bueno,Bueno pero esperaba un poco más.,true,13,2025-11-16
117,59,153,2,Recomendado,Muy buena calidad por el precio.,true,14,2023-04-06
118,19,17,4,Cumple expectativas,"Superó mis expectativas, lo recomiendo totalmente.",true,4,2025-06-17
119,65,40,4,Muy bueno,No cumplió mis expectativas.,false,15,2024-10-02
120,96,68,4,Satisfecho,Bueno pero esperaba un poco más.,true,22,2024-03-20
121,53,156,1,Muy bueno,No cumplió mis expectativas.,true,43,2025-02-08
122,83,95,4,Cumple expectativas,Bueno pero esperaba un poco más.,true,43,2026-01-09
123,37,52,4,Buena calidad,"Superó mis expectativas, lo recomiendo totalmente.",true,40,2024-01-16
124,8,59,1,Podría mejorar,Cumple con lo prometido.,true,36,2026-03-17
125,16,3,1,Satisfecho,Muy buena calidad por el precio.,true,6,2025-02-28
126,40,141,3,Satisfecho,El producto es correcto pero la entrega tardó.,true,49,2025-07-14
127,29,104,1,Podría mejorar,Cumple con lo prometido.,true,2,2023-07-23
128,50,100,2,No tan bueno,"Superó mis expectativas, lo recomiendo totalmente.",true,13,2023-12-03
129,41,161,4,No tan bueno,Llegó a tiempo y en perfecto estado.,false,30,2024-09-22
130,63,151,4,Cumple expectativas,Bueno pero esperaba un poco más.,true,10,2024-07-02
131,45,23,1,Excelente producto,El producto es correcto pero la entrega tardó.,false,47,2025-02-28
132,97,151,5,Excelente producto,Bueno pero esperaba un poco más.,false,19,2023-03-12
133,79,37,3,Satisfecho,No cumplió mis expectativas.,true,36,2025-08-29
134,16,128,4,Satisfecho,No cumplió mis expectativas.,true,26,2023-08-12
135,78,145,4,No tan bueno,Bueno pero esperaba un poco más.,false,15,2025-08-05
136,46,150,5,Excelente producto,Muy buena calidad por el precio.,true,28,2023-02-09
137,82,119,3,Satisfecho,Muy buena calidad por el precio.,false,40,2023-10-24
138,17,22,1,Buena calidad,Muy buena calidad por el precio.,true,22,2025-02-10
139,52,139,3,Recomendado,Bueno pero esperaba un poco más.,true,14,2023-09-11
140,88,153,2,Muy bueno,Cumple con lo prometido.,true,3,2025-02-10
141,28,77,3,Buena calidad,Muy buena calidad por el precio.,true,4,2025-10-29
142,11,66,3,No tan bueno,Muy buena calidad por el precio.,true,50,2023-09-05
143,44,78,1,Muy bueno,"Superó mis expectativas, lo recomiendo totalmente.",true,17,2023-10-10
144,86,147,3,No tan bueno,Muy buena calidad por el precio.,true,32,2023-08-12
145,12,49,3,Cumple expectativas,Muy buena calidad por el precio.,false,31,2024-12-06
146,90,91,5,Podría mejorar,Cumple con lo prometido.,false,44,2025-10-10
147,34,36,3,Muy bueno,No cumplió mis expectativas.,true,23,2026-02-01
148,61,143,4,Satisfecho,Muy buena calidad por el precio.,true,24,2025-08-02
149,41,30,4,Cumple expectativas,Cumple con lo prometido.,false,33,2024-12-06
150,74,62,5,Muy bueno,Excelente relación calidad-precio.,true,45,2024-12-15
151,61,143,2,Excelente producto,Cumple con lo prometido.,false,18,2024-08-01
152,67,150,3,Buena calidad,Muy buena calidad por el precio.,true,21,2024-10-02
153,37,118,3,Satisfecho,Muy buena calidad por el precio.,true,7,2025-06-07
154,1,128,4,Podría mejorar,Llegó a tiempo y en perfecto estado.,true,35,2024-12-23
155,84,39,3,Podría mejorar,Muy buena calidad por el precio.,true,6,2024-07-15
156,10,158,2,No tan bueno,Excelente relación calidad-precio.,true,3,2024-06-11
157,78,43,4,No tan bueno,Cumple con lo prometido.,false,5,2025-01-18
158,15,82,1,Recomendado,Cumple con lo prometido.,true,45,2023-03-14
159,88,107,1,Muy bueno,Muy buena calidad por el precio.,true,30,2023-01-16
160,50,156,5,Satisfecho,Excelente relación calidad-precio.,true,9,2025-11-09
161,82,164,2,Recomendado,Cumple con lo prometido.,true,47,2025-09-04
162,77,38,3,Excelente producto,Excelente relación calidad-precio.,true,18,2025-05-22
163,83,118,1,Recomendado,El producto es correcto pero la entrega tardó.,true,5,2023-10-21
164,21,30,4,No tan bueno,Llegó a tiempo y en perfecto estado.,false,49,2024-05-07
165,26,72,5,Satisfecho,Cumple con lo prometido.,true,47,2024-10-01
166,22,23,1,Excelente producto,El producto es correcto pero la entrega tardó.,false,27,2023-06-15
167,47,117,1,Buena calidad,Llegó a tiempo y en perfecto estado.,true,13,2024-09-28
168,5,90,1,Excelente producto,El producto es correcto pero la entrega tardó.,true,28,2024-04-09
169,45,87,4,Muy bueno,Excelente relación calidad-precio.,true,1,2025-03-20
170,26,84,5,Podría mejorar,Llegó a tiempo y en perfecto estado.,true,44,2025-09-14
171,78,129,5,Muy bueno,"Superó mis expectativas, lo recomiendo totalmente.",true,48,2023-07-08
172,1,6,5,Podría mejorar,Cumple con lo prometido.,true,22,2025-09-29
173,82,65,5,Muy bueno,Bueno pero esperaba un poco más.,true,20,2024-11-17
174,70,151,3,Excelente producto,Bueno pero esperaba un poco más.,true,31,2025-06-06
175,92,83,3,No tan bueno,Bueno pero esperaba un poco más.,true,22,2024-09-30
176,75,107,2,No tan bueno,Excelente relación calidad-precio.,true,17,2025-07-05
177,96,124,4,Excelente producto,Excelente relación calidad-precio.,true,50,2023-11-15
178,79,67,3,Cumple expectativas,Bueno pero esperaba un poco más.,true,17,2023-03-01
179,13,86,5,Satisfecho,Muy buena calidad por el precio.,true,6,2024-03-24
180,8,96,4,Satisfecho,Muy buena calidad por el precio.,true,49,2024-01-21
181,52,93,2,Buena calidad,Llegó a tiempo y en perfecto estado.,true,45,2024-06-18
182,96,46,2,Recomendado,Cumple con lo prometido.,true,27,2023-09-11
183,46,156,3,Buena calidad,Muy buena calidad por el precio.,false,18,2024-06-18
184,90,122,3,Podría mejorar,"Superó mis expectativas, lo recomiendo totalmente.",true,31,2025-03-15
185,68,66,4,Excelente producto,Bueno pero esperaba un poco más.,true,31,2023-08-06
186,89,51,1,Podría mejorar,"Superó mis expectativas, lo recomiendo totalmente.",true,24,2024-04-16
187,32,59,4,Excelente producto,Excelente relación calidad-precio.,true,24,2025-08-24
188,70,54,4,Podría mejorar,Excelente relación calidad-precio.,true,21,2023-09-24
189,69,162,2,Muy bueno,"Superó mis expectativas, lo recomiendo totalmente.",false,41,2023-07-04
190,54,80,2,Podría mejorar,Cumple con lo prometido.,true,45,2024-08-20
191,90,78,4,Excelente producto,Excelente relación calidad-precio.,true,8,2023-02-16
192,23,45,2,Cumple expectativas,No cumplió mis expectativas.,false,20,2023-12-21
193,26,123,4,Cumple expectativas,Bueno pero esperaba un poco más.,false,7,2024-12-21
194,33,72,2,Cumple expectativas,El producto es correcto pero la entrega tardó.,true,14,2023-05-18
195,28,137,4,Muy bueno,El producto es correcto pero la entrega tardó.,false,8,2025-08-24
196,91,154,3,Buena calidad,El producto es correcto pero la entrega tardó.,true,47,2023-06-14
197,38,96,3,No tan bueno,No cumplió mis expectativas.,true,1,2023-05-28
198,7,133,3,Podría mejorar,El producto es correcto pero la entrega tardó.,true,36,2023-03-18
199,76,121,4,Recomendado,Bueno pero esperaba un poco más.,true,24,2026-02-03
200,68,47,1,Excelente producto,"Superó mis expectativas, lo recomiendo totalmente.",true,5,2023-08-11